broker;district;price;type;category;area;lat;long;num_bedroom;num_bathroom;num_garage;added_date;sold_date;is_sold;days_on_market;price_per_m2
Pedro Granado Imóveis;Jardins De Monet Residence;;Condomínio;Terreno;762.54;;;;;;2025-08-26;;False;;
Lelo Imóveis;Jardim Olimpico;;;Casa;152.35;-23.4130547;-51.9794179;;;;2025-08-26;2025-09-03;True;8.0;
Lelo Imóveis;Zona 07;290000.0;;Apartamento;72.24;-23.4154055;-51.9501832;2.0;;1.0;2025-08-26;;False;;4014.3964562569217
Lelo Imóveis;Zona 07;455000.0;;Apartamento;129.78;-23.413967;-51.9460964;3.0;;1.0;2025-08-26;;False;;3505.933117583603
Pedro Granado Imóveis;Jardim São Francisco;;Casa;Casa;108.32;;;3.0;3.0;1.0;2025-08-27;2025-09-03;True;7.0;
Pedro Granado Imóveis;Jardim América;600000.0;Casa;Casa;152.48;;;3.0;3.0;1.0;2025-08-27;;False;;3934.9422875131168
Lelo Imóveis;Jardim Olimpico;550000.0;;Casa;152.35;-23.4130547;-51.9794179;3.0;;4.0;2025-08-27;;False;;3610.1083032490974
Lelo Imóveis;Zona 07;619000.0;;Apartamento;195.0;-23.4180961;-51.9277557;2.0;;2.0;2025-08-27;;False;;3174.358974358974
Lelo Imóveis;Zona 07;799000.0;;Casa;185.6;-23.4151882;-51.9480993;4.0;;10.0;2025-08-27;;False;;4304.956896551725
Pedro Granado Imóveis;Jardim América;290000.0;Padrão;Apartamento;45.86;;;2.0;1.0;;2025-08-28;;False;;6323.593545573484
Pedro Granado Imóveis;Vila Cleópatra;965000.0;Duplex;Apartamento;115.73;;;3.0;3.0;2.0;2025-08-28;;False;;8338.373801088741
Lelo Imóveis;Jardim Alvorada;745000.0;;Casa;145.5;-23.4029601;-51.9156824;3.0;;4.0;2025-08-28;;False;;5120.2749140893475
Lelo Imóveis;Vila Nova;595000.0;;Casa;148.36;-23.4290005;-51.8972972;3.0;;;2025-08-28;;False;;4010.5149636020487
Silvio Iwata;Jd Guairaca;140000.0;;Apartamento;43.0;-23.38643453261712;-51.971372035057065;2.0;1.0;1.0;2025-08-28;;False;;3255.813953488372
Silvio Iwata;Loteamento Malbec;350000.0;;Apartamento;50.27;-23.4390865;-51.9231152;2.0;2.0;1.0;2025-08-28;;False;;6962.40302367217
Silvio Iwata;;415000.0;;Casa;159.0;-23.3819339;-51.930315;4.0;2.0;1.0;2025-08-28;;False;;2610.062893081761
Silvio Iwata;Zona 04;430000.0;;Apartamento;94.89;-23.4302296;-51.9509211;3.0;1.0;1.0;2025-08-28;;False;;4531.562862261566
Silvio Iwata;;450000.0;;Terreno;400.0;-23.4601581;-51.96015290000001;;;;2025-08-28;;False;;1125.0
Silvio Iwata;;450000.0;;Terreno;480.0;-23.460456;-51.962389;;;;2025-08-28;;False;;937.5
Silvio Iwata;;450000.0;;Casa;99.47;-23.3811959;-51.9187081;3.0;2.0;1.0;2025-08-28;;False;;4523.977078516135
Silvio Iwata;;1000000.0;;Casa;246.0;-23.3740881;-51.9260179;3.0;3.0;2.0;2025-08-28;;False;;4065.040650406504
Pedro Granado Imóveis;Vila Bosque;285000.0;Padrão;Apartamento;68.71;;;3.0;2.0;1.0;2025-08-29;;False;;4147.867850385679
Pedro Granado Imóveis;Zona 05;500000.0;Padrão;Apartamento;100.29;;;3.0;2.0;1.0;2025-08-29;;False;;4985.541928407618
Pedro Granado Imóveis;Zona 03;3250000.0;Padrão;Apartamento;179.37;;;3.0;4.0;3.0;2025-08-29;;False;;18118.971957406477
Lelo Imóveis;Portal Das Torres;1450000.0;;Casa;500.0;-23.3702211;-51.9319108;3.0;;4.0;2025-08-29;;False;;2900.0
Lelo Imóveis;Jardim Santa Helena;510000.0;;Casa;137.86;-23.389414;-51.953424;3.0;;2.0;2025-08-29;;False;;3699.4051936747423
Lelo Imóveis;Vila Progresso;1690000.0;;Casa;239.0;-23.4121654;-51.9527214;3.0;;4.0;2025-08-29;;False;;7071.129707112971
Lelo Imóveis;Zona 07;540000.0;;Apartamento;100.67;-23.412976;-51.9450813;2.0;;1.0;2025-08-29;;False;;5364.060792688983
Lelo Imóveis;Conjunto Habitacional Sanenge;389000.0;;Casa;139.97;-23.3967542;-51.9715147;3.0;;;2025-08-29;;False;;2779.1669643495034
Silvio Iwata;Jd Leblon;1000000.0;;Apartamento;105.87;-23.4488266;-51.9149993;3.0;2.0;2.0;2025-08-29;;False;;9445.546424860679
Lelo Imóveis;Zona 07;210000.0;;Apartamento;105.65;-23.4076703;-51.9420627;3.0;;;2025-08-30;;False;;1987.6952200662563
Silvio Iwata;Zona 08;680000.0;;Apartamento;75.7;-23.43729372405733;-51.91142886256561;2.0;2.0;2.0;2025-08-30;;False;;8982.826948480844
Silvio Iwata;;1850000.0;;Galpão;;-23.42420513916809;-51.91351179118483;3.0;2.0;3.0;2025-08-30;;False;;
Pedro Granado Imóveis;Vila Bosque;360000.0;Padrão;Apartamento;47.04;;;2.0;1.0;;2025-09-01;;False;;7653.061224489796
Pedro Granado Imóveis;Zona 08;430000.0;Padrão;Apartamento;58.63;;;2.0;2.0;1.0;2025-09-01;;False;;7334.129285348798
Pedro Granado Imóveis;Residencial Arezzo;685000.0;Casa;Casa;196.25;;;4.0;4.0;2.0;2025-09-01;;False;;3490.4458598726114
Pedro Granado Imóveis;Zona 03;1700000.0;Sobrado;Casa;190.96;;;3.0;3.0;1.0;2025-09-01;;False;;8902.387934645998
Pedro Granado Imóveis;Parque Industrial Bandeirantes;1900000.0;Industrial;Terreno;1862.3;;;;;;2025-09-01;;False;;1020.2437845674704
Lelo Imóveis;Conjunto Habitacional Requiao;198000.0;;Terreno;414.0;-23.4119482;-51.8763728;;;;2025-09-01;;False;;478.2608695652174
Pedro Granado Imóveis;Jardim Itaipu;280000.0;Padrão;Apartamento;49.12;;;2.0;1.0;;2025-09-02;;False;;5700.325732899023
Pedro Granado Imóveis;Jardim Paris;375000.0;Casa;Casa;103.63;;;3.0;2.0;1.0;2025-09-02;;False;;3618.6432500241244
Lelo Imóveis;Portal Das Torres;450000.0;;Terreno;482.25;-23.3699219;-51.9360488;;;;2025-09-02;;False;;933.1259720062209
Lelo Imóveis;Jardim Monte Carlo;650000.0;;Casa;226.49;-23.4102265;-51.9580784;4.0;;4.0;2025-09-02;;False;;2869.883880083006
Pedro Granado Imóveis;Jardim América;240000.0;Padrão;Apartamento;45.86;;;2.0;1.0;;2025-09-03;;False;;5233.318796336677
Pedro Granado Imóveis;Conjunto Habitacional Sol Nascente;430000.0;Casa;Casa;303.0;;;3.0;2.0;;2025-09-03;;False;;1419.1419141914191
Pedro Granado Imóveis;Jardim Itália Ii;;Casa;Casa;111.89;;;3.0;2.0;1.0;2025-09-03;;False;;
Pedro Granado Imóveis;Residencial Arezzo;615000.0;Casa;Casa;148.4;;;3.0;2.0;1.0;2025-09-03;;False;;4144.204851752022
Pedro Granado Imóveis;Zona 05;;Casa;Casa;220.85;;;3.0;4.0;3.0;2025-09-03;;False;;
Lelo Imóveis;Jardim Lucianopolis;1850000.0;;Casa;300.0;-23.4079461;-51.957006;4.0;;4.0;2025-09-03;;False;;6166.666666666667
Lelo Imóveis;Loteamento Malbec;340000.0;;Apartamento;82.63;-23.4390923;-51.9229293;2.0;;1.0;2025-09-03;;False;;4114.728306910323
Lelo Imóveis;Jardim Alvorada;250000.0;;Apartamento;79.0;-23.3909575;-51.9090277;2.0;;1.0;2025-09-03;;False;;3164.5569620253164
Lelo Imóveis;Jardim Dias I;950000.0;;Casa;834.1;-23.3746051;-51.9275343;;;;2025-09-03;;False;;1138.9521640091116
Lelo Imóveis;Jardim Santa Helena;275000.0;;Terreno;347.94;-23.3890756;-51.9461997;;;;2025-09-03;;False;;790.3661550842099
Silvio Iwata;;2900000.0;;Terreno;9200.0;-23.477451665874288;-51.90888494352255;;;;2025-09-03;;False;;315.2173913043478
