property_url;broker;district;price;type;city;state;ref;category;area;lat;long;num_bedroom;num_bathroom;num_garage
https://www.pedrogranado.com.br/comprar/maringa/casasobrado/casa/conjunto-joao-de-barro-porto-seguro-ii/43553;Pedro Granado Imóveis;Conjunto João De Barro Porto Seguro Ii;R$ 210.000,00;Casa;Maringá;PR;43553;Casa/Sobrado;307,00 m²;-23.4495176;-51.8988149;2;1;-
https://www.pedrogranado.com.br/comprar/maringa/apartamento/padrao/jardim-ipanema/04343;Pedro Granado Imóveis;Jardim Ipanema;R$ 213.000,00;Padrão;Maringá;PR;04343;Apartamento;45,60 m²;-23.4557099;-51.9245815;2;1;-
https://www.pedrogranado.com.br/comprar/maringa/terreno/padrao/jardim-olimpico/05561;Pedro Granado Imóveis;Jardim Olímpico;R$ 215.000,00;Padrão;Maringá;PR;05561;Terreno;300,00 m²;-23.407975;-51.97684779999999;-;-;-
https://www.pedrogranado.com.br/comprar/maringa/casasobrado/condominio-fechado/jardim-sao-silvestre/67823;Pedro Granado Imóveis;Jardim São Silvestre;R$ 215.000,00;Condomínio fechado;Maringá;PR;67823;Casa/Sobrado;42,00 m²;-23.4515461;-51.9107468;2;1;-
https://www.pedrogranado.com.br/comprar/maringa/apartamento/padrao/jardim-aclimacao/9611;Pedro Granado Imóveis;Jardim Aclimacao;R$ 220.000,00;Padrão;Maringá;PR;9611;Apartamento;55,00 m²;-23.4440842;-51.91316310000002;2;1;-
https://www.pedrogranado.com.br/comprar/maringa/apartamento/padrao/zona-07/15401;Pedro Granado Imóveis;Zona 07;R$ 220.000,00;Padrão;Maringá;PR;15401;Apartamento;94,59 m²;-23.4098348;-51.94141360000003;3;2;1
https://www.pedrogranado.com.br/comprar/maringa/apartamento/padrao/vila-vardelina/33851;Pedro Granado Imóveis;Vila Vardelina;R$ 220.000,00;Padrão;Maringá;PR;33851;Apartamento;60,70 m²;-23.4007806;-51.9633827;3;1;-
https://www.pedrogranado.com.br/comprar/maringa/apartamento/padrao/jardim-alvorada/49082;Pedro Granado Imóveis;Jardim Alvorada;R$ 220.000,00;Padrão;Maringá;PR;49082;Apartamento;52,00 m²;-23.39091013662381;-51.90589038709716;2;1;-
https://www.pedrogranado.com.br/comprar/maringa/terreno/padrao/jardim-paulista/85103;Pedro Granado Imóveis;Jardim Paulista;R$ 220.000,00;Padrão;Maringá;PR;85103;Terreno;301,14 m²;-23.4133536;-51.8632217;-;-;-
https://www.pedrogranado.com.br/comprar/maringa/apartamento/kitnet/zona-01/75023;Pedro Granado Imóveis;Zona 01;R$ 220.000,00;Kitnet;Maringá;PR;75023;Apartamento;36,17 m²;-23.4230803;-51.9370062;1;1;1
https://www.pedrogranado.com.br/comprar/maringa/apartamento/padrao/chacaras-alvorada/39443;Pedro Granado Imóveis;Chacaras Alvorada;R$ 220.000,00;Padrão;Maringá;PR;39443;Apartamento;45,44 m²;-23.39085834491324;-51.90850191517621;2;1;-
https://www.pedrogranado.com.br/comprar/maringa/apartamento/padrao/zona-03/51662;Pedro Granado Imóveis;Zona 03;R$ 221.988,54;Padrão;maringa;PR;51662;Apartamento;51,10 m²;-23.424505;-51.9268729;1;1;1
https://www.pedrogranado.com.br/comprar/maringa/terreno/padrao/jardim-diamante/65462;Pedro Granado Imóveis;Jardim Diamante;R$ 225.000,00;Padrão;Maringá;PR;65462;Terreno;300,43 m²;-23.3728578;-51.938284;-;-;-
https://www.pedrogranado.com.br/comprar/maringa/terreno/padrao/jardim-paulista/83513;Pedro Granado Imóveis;Jardim Paulista;R$ 225.000,00;Padrão;Maringá;PR;83513;Terreno;300,00 m²;-23.4100449;-51.86884569999999;-;-;-
https://www.pedrogranado.com.br/comprar/maringa/apartamento/padrao/chacaras-aeroporto/78953;Pedro Granado Imóveis;Chácaras Aeroporto;R$ 225.000,00;Padrão;Maringá;PR;78953;Apartamento;44,00 m²;-23.4748336851259;-51.90651027301636;2;1;-
https://www.pedrogranado.com.br/comprar/maringa/apartamento/padrao/jardim-imperial/41471;Pedro Granado Imóveis;Jardim Imperial;R$ 230.000,00;Padrão;Maringá;PR;41471;Apartamento;45,00 m²;-23.3969496;-51.93278989999999;2;1;-
https://www.pedrogranado.com.br/comprar/maringa/apartamento/padrao/zona-04/73022;Pedro Granado Imóveis;Zona 04;R$ 230.000,00;Padrão;Maringá;PR;73022;Apartamento;84,00 m²;-23.4238313;-51.9581537;2;1;-
https://www.pedrogranado.com.br/comprar/maringa/terreno/padrao/jardim-sao-miguel/89762;Pedro Granado Imóveis;Jardim São Miguel;R$ 230.000,00;Padrão;Maringá;PR;89762;Terreno;305,76 m²;-23.4112229;-51.9727147;-;-;-
https://www.pedrogranado.com.br/comprar/maringa/casasobrado/casa/jardim-novo-paulista/71933;Pedro Granado Imóveis;Jardim Novo Paulista;R$ 230.000,00;Casa;Maringá;PR;71933;Casa/Sobrado;291,80 m²;-23.4114207;-51.8607243;3;1;-
https://www.pedrogranado.com.br/comprar/maringa/apartamento/padrao/zona-01/76553;Pedro Granado Imóveis;Zona 01;R$ 232.442,88;Padrão;Maringá;PR;76553;Apartamento;45,13 m²;-23.42295894032863;-51.93463727909851;2;1;-
https://www.pedrogranado.com.br/comprar/maringa/apartamento/padrao/vila-marumby/24671;Pedro Granado Imóveis;Vila Marumby;R$ 235.000,00;Padrão;Maringá;PR;24671;Apartamento;53,25 m²;-23.4383717;-51.92506209999999;2;1;-
https://www.pedrogranado.com.br/comprar/maringa/terreno/padrao/jardim-universo/09233;Pedro Granado Imóveis;Jardim Universo;R$ 235.000,00;Padrão;Maringá;PR;09233;Terreno;322,80 m²;-23.45712463389219;-51.94112777709965;-;-;-
https://www.pedrogranado.com.br/comprar/maringa/apartamento/padrao/jardim-america/10013;Pedro Granado Imóveis;Jardim América;R$ 239.000,00;Padrão;Maringá;PR;10013;Apartamento;45,86 m²;-23.4279265;-51.8869951;2;1;-
https://www.pedrogranado.com.br/comprar/maringa/apartamento/padrao/zona-07/8921;Pedro Granado Imóveis;Zona 07;R$ 240.000,00;Padrão;Maringa;PR;8921;Apartamento;53,20 m²;-23.4087219;-51.94338419999997;2;1;-
https://www.pedrogranado.com.br/comprar/maringa/terreno/padrao/conjunto-habitacional-requiao/35543;Pedro Granado Imóveis;Conjunto Habitacional Requião;R$ 240.000,00;Padrão;Maringá;PR;35543;Terreno;360,77 m²;-23.40784048574457;-51.86872356233084;-;-;-
https://www.pedrogranado.com.br/comprar/maringa/apartamento/padrao/ebenezer/13133;Pedro Granado Imóveis;Ebenezer;R$ 245.000,00;Padrão;Maringá;PR;13133;Apartamento;50,48 m²;-23.39141726206456;-51.90608350614623;2;1;-
https://www.pedrogranado.com.br/comprar/maringa/apartamento/padrao/jardim-das-estacoes /30923;Pedro Granado Imóveis;Jardim Das Estações;R$ 249.000,00;Padrão;Maringá;PR;30923;Apartamento;47,73 m²;-23.448985;-51.98117450000001;2;1;-
https://www.pedrogranado.com.br/comprar/maringa/terreno/padrao/jardim-olimpico/04412;Pedro Granado Imóveis;Jardim Olímpico;R$ 250.000,00;Padrão;Maringá;PR;04412;Terreno;356,40 m²;-23.4074681;-51.9797215;-;-;-
https://www.pedrogranado.com.br/comprar/maringa/casasobrado/casa/conjunto-habitacional-requiao/05903;Pedro Granado Imóveis;Conjunto Habitacional Requião;R$ 250.000,00;Casa;Maringá;PR;05903;Casa/Sobrado;300,00 m²;-23.407937;-51.8843969;3;1;-
https://www.pedrogranado.com.br/comprar/maringa/terreno/padrao/giardino-san-marco/56213;Pedro Granado Imóveis;Giardino San Marco;R$ 250.000,00;Padrão;Maringá;PR;56213;Terreno;300,10 m²;-23.401174;-51.9865079;-;-;-
https://www.pedrogranado.com.br/comprar/maringa/terreno/padrao/jardim-paris/55613;Pedro Granado Imóveis;Jardim Paris;R$ 250.000,00;Padrão;Maringá;PR;55613;Terreno;150,00 m²;-23.38464032908278;-51.95290027619629;-;-;-
https://www.pedrogranado.com.br/comprar/maringa/apartamento/padrao/vila-marumby/78023;Pedro Granado Imóveis;Vila Marumby;R$ 250.000,00;Padrão;Maringá;PR;78023;Apartamento;80,56 m²;-23.4428609;-51.9262951;3;2;1
https://www.pedrogranado.com.br/comprar/maringa/terreno/padrao/jardim-aurora/30443;Pedro Granado Imóveis;Jardim Aurora;R$ 250.000,00;Padrão;Maringá;PR;30443;Terreno;375,00 m²;-23.4156954;-51.9726055;-;-;-
https://www.pedrogranado.com.br/comprar/maringa/terreno/comercial/vila-santa-izabel/52553;Pedro Granado Imóveis;Vila Santa Izabel;R$ 250.000,00;Comercial;Maringá;PR;52553;Terreno;307,81 m²;-23.4061193;-51.96389629999999;-;-;-
https://www.pedrogranado.com.br/comprar/maringa/apartamento/padrao/jardim-novo-horizonte/8468;Pedro Granado Imóveis;Jardim Novo Horizonte;R$ 255.000,00;Padrão;Maringa;PR;8468;Apartamento;65,00 m²;-23.4391026;-51.9363596;2;1;-
https://www.pedrogranado.com.br/comprar/maringa/casasobrado/casa/jardim-paris/5639;Pedro Granado Imóveis;Jardim Paris;R$ 255.000,00;Casa;Maringa;PR;5639;Casa/Sobrado;65,70 m²;-23.3851949;-51.94889839999996;1;1;1
https://www.pedrogranado.com.br/comprar/maringa/apartamento/padrao/zona-07/72353;Pedro Granado Imóveis;Zona 07;R$ 255.000,00;Padrão;Maringá;PR;72353;Apartamento;26,45 m²;-23.4108352;-51.9347743;1;1;-
https://www.pedrogranado.com.br/comprar/maringa/casasobrado/casa/jardim-paulista-ii/30653;Pedro Granado Imóveis;Jardim Paulista Ii;R$ 255.000,00;Casa;Maringá;PR;30653;Casa/Sobrado;150,57 m²;-23.4130971;-51.86354859999999;2;1;-
https://www.pedrogranado.com.br/comprar/maringa/terreno/padrao/jardim-alvorada/67862;Pedro Granado Imóveis;Jardim Alvorada;R$ 260.000,00;Padrão;Maringá;PR;67862;Terreno;197,16 m²;-23.3932288;-51.9388485;-;-;-
https://www.pedrogranado.com.br/comprar/maringa/casasobrado/casa/vila-esperanca/85313;Pedro Granado Imóveis;Vila Esperança;R$ 260.000,00;Casa;Maringá;PR;85313;Casa/Sobrado;109,49 m²;-23.39998048297997;-51.94041644973756;2;1;-
https://www.pedrogranado.com.br/comprar/maringa/terreno/padrao/jardim-sao-domingos/09713;Pedro Granado Imóveis;Jardim São Domingos;R$ 260.000,00;Padrão;Maringá;PR;09713;Terreno;1.000,00 m²;-23.38454770834498;-52.03300298308106;-;-;-
https://www.pedrogranado.com.br/comprar/maringa/terreno/padrao/parque-das-grevileas-ii-parte/95843;Pedro Granado Imóveis;Parque Das Grevíleas Ii Parte;R$ 260.000,00;Padrão;Maringá;PR;95843;Terreno;300,00 m²;-23.3761195;-51.9340275;-;-;-
https://www.pedrogranado.com.br/comprar/maringa/comercial/sala/zona-01/99122;Pedro Granado Imóveis;Zona 01;R$ 265.000,00;Sala;Maringá;PR;99122;Comercial;64,10 m²;-23.4211162;-51.9436735;-;1;-
https://www.pedrogranado.com.br/comprar/maringa/apartamento/padrao/zona-07/68672;Pedro Granado Imóveis;Zona 07;R$ 265.000,00;Padrão;Maringá;PR;68672;Apartamento;42,60 m²;-23.4158735;-51.95154729999999;2;1;-
https://www.pedrogranado.com.br/comprar/maringa/casasobrado/casa/vila-morangueira/67103;Pedro Granado Imóveis;Vila Morangueira;R$ 265.000,00;Casa;Maringá;PR;67103;Casa/Sobrado;237,76 m²;-23.4183028;-51.9021634;2;1;-
https://www.pedrogranado.com.br/comprar/maringa/apartamento/padrao/zona-03/49172;Pedro Granado Imóveis;Zona 03;R$ 268.873,50;Padrão;maringa;PR;49172;Apartamento;53,63 m²;-23.42464205417671;-51.92674724439696;1;1;-
https://www.pedrogranado.com.br/comprar/maringa/apartamento/padrao/jardim-america/49613;Pedro Granado Imóveis;Jardim América;R$ 270.000,00;Padrão;Maringá;PR;49613;Apartamento;45,86 m²;-23.4279265;-51.8869951;2;1;-
https://www.pedrogranado.com.br/comprar/maringa/casasobrado/casa/jardim-paulista/99533;Pedro Granado Imóveis;Jardim Paulista;R$ 270.000,00;Casa;Maringá;PR;99533;Casa/Sobrado;91,53 m²;-23.4112928;-51.86612299999999;3;2;1
https://www.pedrogranado.com.br/comprar/maringa/casasobrado/casa/loteamento-madrid/39353;Pedro Granado Imóveis;Loteamento Madrid;R$ 270.000,00;Casa;Maringá;PR;39353;Casa/Sobrado;80,68 m²;-23.46225562088977;-51.91172820185241;3;1;-
https://www.pedrogranado.com.br/comprar/maringa/apartamento/padrao/jardim-america/74543;Pedro Granado Imóveis;Jardim América;R$ 275.000,00;Padrão;Maringá;PR;74543;Apartamento;45,86 m²;-23.4275669;-51.88761909999999;2;1;-
https://www.pedrogranado.com.br/comprar/maringa/apartamento/padrao/jardim-america/09653;Pedro Granado Imóveis;Jardim América;R$ 275.000,00;Padrão;Maringá;PR;09653;Apartamento;55,76 m²;-23.4283497;-51.8883972;2;1;-
https://www.pedrogranado.com.br/comprar/maringa/casasobrado/casa/jardim-tres-lagoas/04352;Pedro Granado Imóveis;Jardim Três Lagoas;R$ 279.000,00;Casa;Maringá;PR;04352;Casa/Sobrado;72,37 m²;-23.3862106;-51.9733458;2;1;-
https://www.pedrogranado.com.br/comprar/maringa/terreno/padrao/jardim-aurora/87053;Pedro Granado Imóveis;Jardim Aurora;R$ 280.000,00;Padrão;Maringá;PR;87053;Terreno;415,72 m²;-23.41507326323933;-51.97234320000001;-;-;-
https://www.pedrogranado.com.br/comprar/maringa/casasobrado/casa/conjunto-joao-de-barro-porto-seguro-ii/64253;Pedro Granado Imóveis;Conjunto João De Barro Porto Seguro Ii;R$ 280.000,00;Casa;Maringá;PR;64253;Casa/Sobrado;309,12 m²;-23.45055081273709;-51.89752777790827;2;1;-
