property_url;broker_x;district_x;price_x;type_x;city_x;state_x;ref_x;category_x;area_x;lat_x;long_x;num_bedroom_x;num_bathroom_x;num_garage_x;broker_y;district_y;price_y;type_y;city_y;state_y;ref_y;category_y;area_y;lat_y;long_y;num_bedroom_y;num_bathroom_y;num_garage_y;sold_date
https://www.leloimoveis.com.br/imovel/apartamento-3-quartos-jardim-novo-horizonte-maringa-com-garagem-82m2-venda-rs-265000?id=79900&ref=79900.12036;Lelo Imóveis;Jardim Novo Horizonte;R$ 265.000,00;;Maringa;PR;79900.12036;Apartamento;82,30m²;-23.4421461;-51.9244992;3;;1;;;;;;;;;;;;;;;2025-02-14
https://www.leloimoveis.com.br/imovel/apartamento-2-quartos-zona-07-maringa-com-garagem-94m2-venda-rs-220000?id=79900&ref=00193.001;Lelo Imóveis;Zona 07;R$ 220.000,00;;Maringa;PR;193.001;Apartamento;94,88m²;-23.40923;-51.9464006;2;;1;;;;;;;;;;;;;;;2025-02-14
https://www.leloimoveis.com.br/imovel/apartamento-3-quartos-zona-03-maringa-com-garagem-venda-rs-3050000?id=79900&ref=79900.11615;Lelo Imóveis;Zona 03;R$ 3.050.000,00;;Maringa;PR;79900.11615;Apartamento;3;-23.4250343;-51.9274536;3;;;;;;;;;;;;;;;;;2025-02-14
https://www.silvioiwata.com.br/imovel/3620005086/terreno-a-venda/marialva-pr-jd-italia ;Silvio Iwata;;R$ 100.000,00;;Marialva;PR;;Terreno;300,00 m²;-23.4856611;-51.7935562;;;;;;;;;;;;;;;;;;2025-02-14
https://www.silvioiwata.com.br/imovel/3620005224/apartamento-a-venda/marialva-pr-pq-industrial-i ;Silvio Iwata;Pq Industrial I;R$ 195.000,00;;Marialva;PR;;Apartamento;52,23 m²;-23.4856611;-51.7935562;2;1.0;1;;;;;;;;;;;;;;;2025-02-14
https://www.silvioiwata.com.br/imovel/3620005251/apartamento-a-venda/maringa-pr-cidade-universitaria ;Silvio Iwata;Cidade Universitária;R$ 315.000,00;;Maringá;PR;;Apartamento;51,56 m²;-23.400867;-51.9657367;2;1.0;1;;;;;;;;;;;;;;;2025-02-14
https://www.silvioiwata.com.br/imovel/3620005302/apartamento-a-venda/maringa-pr-pq-industrial ;Silvio Iwata;Pq Industrial;R$ 350.000,00;;Maringá;PR;;Apartamento;51,47 m²;-23.445589;-51.9791967;2;1.0;1;;;;;;;;;;;;;;;2025-02-14
https://www.silvioiwata.com.br/imovel/3620005361/casa-a-venda/maringa-pr-jd-everest ;Silvio Iwata;;R$ 390.000,00;;Maringá;PR;;Casa;115,00 m²;-23.4047986;-51.97438589999999;3;2.0;1;;;;;;;;;;;;;;;2025-02-14
https://www.silvioiwata.com.br/imovel/3620005162/apartamento-a-venda/maringa-pr-zona-03 ;Silvio Iwata;Zona 03;R$ 850.000,00;;Maringá;PR;;Apartamento;79,92 m²;-23.4302175;-51.9245097;2.0;2.0;2;;;;;;;;;;;;;;;2025-02-14
https://www.pedrogranado.com.br/alugar/maringa/apartamento/padrao/jardim-america/09653;Pedro Granado Imóveis;Jardim América;R$ 275.000,00 (V) - R$ 2.100,00 (L);Padrão;Maringá;PR;9653.0;Apartamento;55,76 m²;-23.4283497;-51.8883972;2;1.0;-;;;;;;;;;;;;;;;2025-02-15
https://www.leloimoveis.com.br/imovel/apartamento-zona-01-maringa-120m2-venda-rs-640000?id=79900&ref=79900.12330;Lelo Imóveis;Zona 01;R$ 640.000,00;;Maringa;PR;79900.1233;Apartamento;120,00m²;-23.4175897;-51.9345922;;;;;;;;;;;;;;;;;;2025-02-15
https://www.leloimoveis.com.br/imovel/sobrado-3-quartos-vila-morangueira-maringa-com-garagem-152m2-venda-rs-470000?id=79900&ref=04013.002;Lelo Imóveis;Vila Morangueira;R$ 470.000,00;;Maringa;PR;4013.002;Sobrado;152,24m²;-23.4087506;-51.9169332;3;;2;;;;;;;;;;;;;;;2025-02-15
https://www.leloimoveis.com.br/imovel/apartamento-3-quartos-zona-07-maringa-com-garagem-129m2-venda-locacao-rs-350000-rs-1600?id=79900&ref=05844.001;Lelo Imóveis;Zona 07;R$ 350.000,00;;Maringa;PR;5844.001;Apartamento;129,83m²;-23.4086887;-51.9429248;3;;1;;;;;;;;;;;;;;;2025-02-15
https://www.silvioiwata.com.br/imovel/3620005128/apartamento-a-venda/maringa-pr-cj-res-cidade-alta ;Silvio Iwata;Cj Res Cidade Alta;R$ 185.000,00;;Maringá;PR;;Apartamento;46,98 m²;-23.4672033;-51.909451;2;1.0;1;;;;;;;;;;;;;;;2025-02-15
https://www.silvioiwata.com.br/imovel/3620005426/sobrado-a-venda/maringa-pr-jd-novo-horizonte ;Silvio Iwata;;R$ 630.000,00;;Maringá;PR;;Sobrado;148,22 m²;-23.4455832;-51.9385179;3.0;2.0;2;;;;;;;;;;;;;;;2025-02-15
